datetime,datetime_nano,DCE.a1803.open,DCE.a1803.high,DCE.a1803.low,DCE.a1803.close,DCE.a1803.volume,DCE.a1803.open_oi,DCE.a1803.close_oi
2016-11-11 00:00:00.000000000,1478793600000000000,4133.0,4133.0,4133.0,4133.0,1,0,1
2016-11-14 00:00:00.000000000,1479052800000000000,3927.0,3940.0,3927.0,3927.0,9,1,5
2016-11-15 00:00:00.000000000,1479139200000000000,3931.0,3931.0,3910.0,3910.0,3,5,6
2016-11-16 00:00:00.000000000,1479225600000000000,3906.0,3906.0,3906.0,3906.0,2,6,6
2016-11-17 00:00:00.000000000,1479312000000000000,3906.0,3906.0,3906.0,3906.0,0,6,6
2016-11-18 00:00:00.000000000,1479398400000000000,3906.0,3906.0,3906.0,3906.0,0,6,6
2016-11-21 00:00:00.000000000,1479657600000000000,3880.0,3931.0,3880.0,3931.0,2,6,6
2016-11-22 00:00:00.000000000,1479744000000000000,3920.0,3920.0,3920.0,3920.0,1,6,5
2016-11-23 00:00:00.000000000,1479830400000000000,3920.0,3920.0,3920.0,3920.0,0,5,5
2016-11-24 00:00:00.000000000,1479916800000000000,3920.0,3920.0,3920.0,3920.0,0,5,5
2016-11-25 00:00:00.000000000,1480003200000000000,3920.0,3920.0,3920.0,3920.0,0,5,5
2016-11-28 00:00:00.000000000,1480262400000000000,4044.0,4044.0,4044.0,4044.0,1,5,6
2016-11-29 00:00:00.000000000,1480348800000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-11-30 00:00:00.000000000,1480435200000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-01 00:00:00.000000000,1480521600000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-02 00:00:00.000000000,1480608000000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-05 00:00:00.000000000,1480867200000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-06 00:00:00.000000000,1480953600000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-07 00:00:00.000000000,1481040000000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-08 00:00:00.000000000,1481126400000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-09 00:00:00.000000000,1481212800000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-12 00:00:00.000000000,1481472000000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-13 00:00:00.000000000,1481558400000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-14 00:00:00.000000000,1481644800000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-15 00:00:00.000000000,1481731200000000000,4044.0,4044.0,4044.0,4044.0,0,6,6
2016-12-16 00:00:00.000000000,1481817600000000000,4257.0,4257.0,4257.0,4257.0,2,6,6
2016-12-19 00:00:00.000000000,1482076800000000000,4340.0,4340.0,4340.0,4340.0,1,6,6
2016-12-20 00:00:00.000000000,1482163200000000000,4242.0,4242.0,4242.0,4242.0,1,6,5
2016-12-21 00:00:00.000000000,1482249600000000000,4242.0,4242.0,4242.0,4242.0,0,5,5
2016-12-22 00:00:00.000000000,1482336000000000000,4242.0,4242.0,4242.0,4242.0,0,5,5
