datetime,datetime_nano,DCE.a2105.open,DCE.a2105.high,DCE.a2105.low,DCE.a2105.close,DCE.a2105.volume,DCE.a2105.open_oi,DCE.a2105.close_oi
2020-05-20 00:00:00.000000000,1589904000000000000,4121.0,4121.0,3906.0,3961.0,78,0,23
2020-05-21 00:00:00.000000000,1589990400000000000,3961.0,4000.0,3961.0,3990.0,135,23,92
2020-05-22 00:00:00.000000000,1590076800000000000,3971.0,4053.0,3971.0,4039.0,171,92,170
2020-05-25 00:00:00.000000000,1590336000000000000,4037.0,4037.0,3989.0,3989.0,90,170,201
2020-05-26 00:00:00.000000000,1590422400000000000,3997.0,4004.0,3984.0,3995.0,119,201,283
2020-05-27 00:00:00.000000000,1590508800000000000,3997.0,4016.0,3993.0,4016.0,387,283,512
2020-05-28 00:00:00.000000000,1590595200000000000,4015.0,4017.0,3998.0,4012.0,513,512,713
2020-05-29 00:00:00.000000000,1590681600000000000,4012.0,4022.0,4002.0,4011.0,192,713,769
2020-06-01 00:00:00.000000000,1590940800000000000,4014.0,4050.0,4001.0,4006.0,936,769,1466
2020-06-02 00:00:00.000000000,1591027200000000000,4015.0,4018.0,4001.0,4002.0,243,1466,1535
2020-06-03 00:00:00.000000000,1591113600000000000,4000.0,4037.0,4000.0,4010.0,365,1535,1634
2020-06-04 00:00:00.000000000,1591200000000000000,4010.0,4025.0,4002.0,4016.0,328,1634,1767
2020-06-05 00:00:00.000000000,1591286400000000000,4023.0,4035.0,4019.0,4024.0,192,1767,1827
2020-06-08 00:00:00.000000000,1591545600000000000,4029.0,4105.0,4017.0,4105.0,370,1827,1996
2020-06-09 00:00:00.000000000,1591632000000000000,4114.0,4118.0,4069.0,4081.0,464,1996,2252
2020-06-10 00:00:00.000000000,1591718400000000000,4082.0,4182.0,4075.0,4175.0,1204,2252,2795
2020-06-11 00:00:00.000000000,1591804800000000000,4178.0,4198.0,4151.0,4167.0,432,2795,2878
2020-06-12 00:00:00.000000000,1591891200000000000,4159.0,4220.0,4147.0,4202.0,885,2878,3100
2020-06-15 00:00:00.000000000,1592150400000000000,4211.0,4353.0,4208.0,4353.0,1660,3100,3518
2020-06-16 00:00:00.000000000,1592236800000000000,4311.0,4421.0,4311.0,4404.0,1643,3518,3828
2020-06-17 00:00:00.000000000,1592323200000000000,4419.0,4462.0,4404.0,4431.0,988,3828,4094
2020-06-18 00:00:00.000000000,1592409600000000000,4439.0,4466.0,4426.0,4460.0,325,4094,4142
2020-06-19 00:00:00.000000000,1592496000000000000,4450.0,4508.0,4400.0,4408.0,1659,4142,4061
2020-06-22 00:00:00.000000000,1592755200000000000,4426.0,4428.0,4385.0,4424.0,1034,4061,4014
2020-06-23 00:00:00.000000000,1592841600000000000,4418.0,4434.0,4371.0,4398.0,924,4014,3818
2020-06-24 00:00:00.000000000,1592928000000000000,4398.0,4401.0,4330.0,4375.0,897,3818,3556
2020-06-29 00:00:00.000000000,1593360000000000000,4358.0,4457.0,4350.0,4440.0,766,3556,3565
2020-06-30 00:00:00.000000000,1593446400000000000,4440.0,4451.0,4385.0,4426.0,781,3565,3764
2020-07-01 00:00:00.000000000,1593532800000000000,4420.0,4421.0,4383.0,4390.0,666,3764,3923
2020-07-02 00:00:00.000000000,1593619200000000000,4397.0,4410.0,4377.0,4409.0,652,3923,3794
2020-07-03 00:00:00.000000000,1593705600000000000,4398.0,4410.0,4312.0,4319.0,1204,3794,4027
2020-07-06 00:00:00.000000000,1593964800000000000,4319.0,4339.0,4308.0,4320.0,1501,4027,4172
2020-07-07 00:00:00.000000000,1594051200000000000,4320.0,4335.0,4275.0,4284.0,1148,4172,4180
2020-07-08 00:00:00.000000000,1594137600000000000,4278.0,4314.0,4275.0,4295.0,502,4180,4211
2020-07-09 00:00:00.000000000,1594224000000000000,4306.0,4340.0,4295.0,4330.0,951,4211,4304
2020-07-10 00:00:00.000000000,1594310400000000000,4323.0,4336.0,4270.0,4281.0,1096,4304,4630
2020-07-13 00:00:00.000000000,1594569600000000000,4285.0,4318.0,4280.0,4295.0,545,4630,4714
2020-07-14 00:00:00.000000000,1594656000000000000,4278.0,4298.0,4258.0,4280.0,632,4714,4777
2020-07-15 00:00:00.000000000,1594742400000000000,4289.0,4337.0,4275.0,4319.0,747,4777,4630
2020-07-16 00:00:00.000000000,1594828800000000000,4315.0,4358.0,4290.0,4292.0,1144,4630,4730
