datetime,datetime_nano,DCE.cs1903.open,DCE.cs1903.high,DCE.cs1903.low,DCE.cs1903.close,DCE.cs1903.volume,DCE.cs1903.open_oi,DCE.cs1903.close_oi
2018-03-15 00:00:00.000000000,1521043200000000000,2147.0,2147.0,2147.0,2147.0,0,0,0
2018-03-16 00:00:00.000000000,1521129600000000000,2147.0,2147.0,2147.0,2147.0,0,0,0
2018-03-19 00:00:00.000000000,1521388800000000000,2147.0,2147.0,2147.0,2147.0,0,0,0
2018-03-20 00:00:00.000000000,1521475200000000000,2147.0,2147.0,2147.0,2147.0,0,0,0
2018-03-21 00:00:00.000000000,1521561600000000000,2174.0,2174.0,2174.0,2174.0,1,0,1
2018-03-22 00:00:00.000000000,1521648000000000000,2174.0,2174.0,2174.0,2174.0,0,1,1
2018-03-23 00:00:00.000000000,1521734400000000000,2174.0,2174.0,2174.0,2174.0,0,1,1
2018-03-26 00:00:00.000000000,1521993600000000000,2174.0,2174.0,2174.0,2174.0,0,1,1
2018-03-27 00:00:00.000000000,1522080000000000000,2160.0,2160.0,2160.0,2160.0,1,1,1
2018-03-28 00:00:00.000000000,1522166400000000000,2164.0,2164.0,2164.0,2164.0,0,1,1
2018-03-29 00:00:00.000000000,1522252800000000000,2164.0,2164.0,2164.0,2164.0,0,1,1
2018-03-30 00:00:00.000000000,1522339200000000000,2164.0,2164.0,2164.0,2164.0,0,1,1
2018-04-02 00:00:00.000000000,1522598400000000000,2164.0,2164.0,2164.0,2164.0,0,1,1
2018-04-03 00:00:00.000000000,1522684800000000000,2164.0,2164.0,2164.0,2164.0,0,1,1
2018-04-04 00:00:00.000000000,1522771200000000000,2172.0,2172.0,2172.0,2172.0,0,1,1
2018-04-09 00:00:00.000000000,1523203200000000000,2172.0,2172.0,2172.0,2172.0,0,1,1
2018-04-10 00:00:00.000000000,1523289600000000000,2149.0,2149.0,2149.0,2149.0,1,1,1
2018-04-11 00:00:00.000000000,1523376000000000000,2149.0,2149.0,2149.0,2149.0,0,1,1
2018-04-12 00:00:00.000000000,1523462400000000000,2149.0,2149.0,2149.0,2149.0,0,1,1
2018-04-13 00:00:00.000000000,1523548800000000000,2161.0,2161.0,2161.0,2161.0,0,1,1
2018-04-16 00:00:00.000000000,1523808000000000000,2161.0,2161.0,2161.0,2161.0,0,1,1
2018-04-17 00:00:00.000000000,1523894400000000000,2161.0,2161.0,2161.0,2161.0,0,1,1
2018-04-18 00:00:00.000000000,1523980800000000000,2161.0,2161.0,2161.0,2161.0,0,1,1
2018-04-19 00:00:00.000000000,1524067200000000000,2161.0,2161.0,2161.0,2161.0,0,1,1
2018-04-20 00:00:00.000000000,1524153600000000000,2178.0,2178.0,2178.0,2178.0,1,1,2
2018-04-23 00:00:00.000000000,1524412800000000000,2171.0,2171.0,2171.0,2171.0,0,2,2
2018-04-24 00:00:00.000000000,1524499200000000000,2171.0,2171.0,2171.0,2171.0,0,2,2
2018-04-25 00:00:00.000000000,1524585600000000000,2171.0,2171.0,2171.0,2171.0,0,2,2
2018-04-26 00:00:00.000000000,1524672000000000000,2163.0,2163.0,2163.0,2163.0,1,2,2
2018-04-27 00:00:00.000000000,1524758400000000000,2163.0,2163.0,2163.0,2163.0,0,2,2
2018-05-02 00:00:00.000000000,1525190400000000000,2209.0,2209.0,2166.0,2166.0,2,2,2
2018-05-03 00:00:00.000000000,1525276800000000000,2187.0,2187.0,2187.0,2187.0,0,2,2
2018-05-04 00:00:00.000000000,1525363200000000000,2187.0,2187.0,2187.0,2187.0,0,2,2
2018-05-07 00:00:00.000000000,1525622400000000000,2187.0,2187.0,2187.0,2187.0,0,2,2
2018-05-08 00:00:00.000000000,1525708800000000000,2187.0,2187.0,2187.0,2187.0,0,2,2
2018-05-09 00:00:00.000000000,1525795200000000000,2203.0,2203.0,2185.0,2189.0,5,2,1
2018-05-10 00:00:00.000000000,1525881600000000000,2192.0,2192.0,2192.0,2192.0,0,1,1
2018-05-11 00:00:00.000000000,1525968000000000000,2192.0,2192.0,2192.0,2192.0,0,1,1
2018-05-14 00:00:00.000000000,1526227200000000000,2192.0,2192.0,2192.0,2192.0,0,1,1
2018-05-15 00:00:00.000000000,1526313600000000000,2192.0,2192.0,2192.0,2192.0,0,1,1
2018-05-16 00:00:00.000000000,1526400000000000000,2192.0,2192.0,2192.0,2192.0,0,1,1
2018-05-17 00:00:00.000000000,1526486400000000000,2226.0,2226.0,2190.0,2190.0,6,1,2
2018-05-18 00:00:00.000000000,1526572800000000000,2202.0,2202.0,2202.0,2202.0,1,2,2
2018-05-21 00:00:00.000000000,1526832000000000000,2228.0,2228.0,2228.0,2228.0,0,2,2
2018-05-22 00:00:00.000000000,1526918400000000000,2228.0,2228.0,2228.0,2228.0,0,2,2
2018-05-23 00:00:00.000000000,1527004800000000000,2228.0,2228.0,2228.0,2228.0,0,2,2
