datetime,datetime_nano,DCE.cs1611.open,DCE.cs1611.high,DCE.cs1611.low,DCE.cs1611.close,DCE.cs1611.volume,DCE.cs1611.open_oi,DCE.cs1611.close_oi
2016-01-04 00:00:00.000000000,1451836800000000000,1872.0,1879.0,1870.0,1879.0,6,0,28
2016-01-05 00:00:00.000000000,1451923200000000000,1879.0,1898.0,1875.0,1898.0,7,28,29
2016-01-06 00:00:00.000000000,1452009600000000000,1892.0,1904.0,1886.0,1902.0,10,29,35
2016-01-07 00:00:00.000000000,1452096000000000000,1875.0,1893.0,1866.0,1867.0,8,35,37
2016-01-08 00:00:00.000000000,1452182400000000000,1882.0,1883.0,1863.0,1864.0,16,37,45
2016-01-11 00:00:00.000000000,1452441600000000000,1866.0,1870.0,1862.0,1862.0,7,45,44
2016-01-12 00:00:00.000000000,1452528000000000000,1861.0,1861.0,1861.0,1861.0,1,44,45
2016-01-13 00:00:00.000000000,1452614400000000000,1861.0,1861.0,1861.0,1861.0,0,45,45
2016-01-14 00:00:00.000000000,1452700800000000000,1863.0,1863.0,1852.0,1857.0,6,45,46
2016-01-15 00:00:00.000000000,1452787200000000000,1865.0,1865.0,1865.0,1865.0,1,46,47
2016-01-18 00:00:00.000000000,1453046400000000000,1886.0,1886.0,1855.0,1879.0,7,47,46
2016-01-19 00:00:00.000000000,1453132800000000000,1879.0,1879.0,1879.0,1879.0,0,46,46
2016-01-20 00:00:00.000000000,1453219200000000000,1880.0,1891.0,1868.0,1868.0,4,46,45
2016-01-21 00:00:00.000000000,1453305600000000000,1879.0,1879.0,1872.0,1872.0,7,45,45
2016-01-22 00:00:00.000000000,1453392000000000000,1888.0,1888.0,1888.0,1888.0,3,45,45
2016-01-25 00:00:00.000000000,1453651200000000000,1872.0,1886.0,1868.0,1884.0,12,45,43
2016-01-26 00:00:00.000000000,1453737600000000000,1884.0,1884.0,1884.0,1884.0,0,43,43
2016-01-27 00:00:00.000000000,1453824000000000000,1884.0,1884.0,1884.0,1884.0,0,43,43
2016-01-28 00:00:00.000000000,1453910400000000000,1884.0,1884.0,1884.0,1884.0,0,43,43
2016-01-29 00:00:00.000000000,1453996800000000000,1854.0,1854.0,1850.0,1850.0,2,43,43
2016-02-01 00:00:00.000000000,1454256000000000000,1850.0,1850.0,1850.0,1850.0,0,43,43
2016-02-02 00:00:00.000000000,1454342400000000000,1856.0,1856.0,1856.0,1856.0,1,43,43
2016-02-03 00:00:00.000000000,1454428800000000000,1855.0,1856.0,1855.0,1856.0,3,43,43
2016-02-04 00:00:00.000000000,1454515200000000000,1855.0,1859.0,1855.0,1859.0,2,43,43
2016-02-05 00:00:00.000000000,1454601600000000000,1818.0,1845.0,1818.0,1845.0,6,43,43
2016-02-15 00:00:00.000000000,1455465600000000000,1861.0,1864.0,1857.0,1857.0,3,43,45
2016-02-16 00:00:00.000000000,1455552000000000000,1857.0,1857.0,1857.0,1857.0,0,45,45
2016-02-17 00:00:00.000000000,1455638400000000000,1857.0,1857.0,1857.0,1857.0,0,45,45
2016-02-18 00:00:00.000000000,1455724800000000000,1825.0,1844.0,1825.0,1844.0,6,45,47
2016-02-19 00:00:00.000000000,1455811200000000000,1824.0,1824.0,1824.0,1824.0,1,47,46
2016-02-22 00:00:00.000000000,1456070400000000000,1824.0,1824.0,1824.0,1824.0,0,46,46
