datetime,datetime_nano,DCE.i1610.open,DCE.i1610.high,DCE.i1610.low,DCE.i1610.close,DCE.i1610.volume,DCE.i1610.open_oi,DCE.i1610.close_oi
2016-01-04 00:00:00.000000000,1451836800000000000,313.0,314.0,308.5,309.0,15,0,238
2016-01-05 00:00:00.000000000,1451923200000000000,309.0,310.0,308.0,308.5,8,238,235
2016-01-06 00:00:00.000000000,1452009600000000000,308.5,308.5,304.5,304.5,4,235,237
2016-01-07 00:00:00.000000000,1452096000000000000,304.5,308.5,304.5,308.5,11,237,234
2016-01-08 00:00:00.000000000,1452182400000000000,301.5,304.0,301.5,302.0,11,234,231
2016-01-11 00:00:00.000000000,1452441600000000000,301.5,301.5,295.0,295.0,19,231,227
2016-01-12 00:00:00.000000000,1452528000000000000,290.0,294.5,287.5,287.5,30,227,222
2016-01-13 00:00:00.000000000,1452614400000000000,285.0,292.0,285.0,289.0,18,222,222
2016-01-14 00:00:00.000000000,1452700800000000000,287.0,290.5,286.0,289.5,21,222,229
2016-01-15 00:00:00.000000000,1452787200000000000,300.5,300.5,288.0,293.0,157,229,223
2016-01-18 00:00:00.000000000,1453046400000000000,300.5,303.0,300.0,303.0,11,223,221
2016-01-19 00:00:00.000000000,1453132800000000000,302.5,304.5,300.5,304.5,30,221,217
2016-01-20 00:00:00.000000000,1453219200000000000,303.5,303.5,299.5,300.0,21,217,204
2016-01-21 00:00:00.000000000,1453305600000000000,295.5,298.5,295.5,298.0,24,204,194
2016-01-22 00:00:00.000000000,1453392000000000000,299.0,302.5,299.0,299.5,24,194,187
2016-01-25 00:00:00.000000000,1453651200000000000,301.0,301.5,297.5,297.5,4,187,187
2016-01-26 00:00:00.000000000,1453737600000000000,294.5,300.0,294.5,300.0,6,187,187
2016-01-27 00:00:00.000000000,1453824000000000000,301.5,305.0,301.0,304.5,18,187,182
2016-01-28 00:00:00.000000000,1453910400000000000,304.0,304.0,303.5,303.5,6,182,182
2016-01-29 00:00:00.000000000,1453996800000000000,303.0,304.5,303.0,304.5,15,182,182
2016-02-01 00:00:00.000000000,1454256000000000000,306.0,310.0,304.5,304.5,32,182,175
2016-02-02 00:00:00.000000000,1454342400000000000,307.0,311.0,306.0,310.5,189,175,121
2016-02-03 00:00:00.000000000,1454428800000000000,310.0,314.0,310.0,314.0,33,121,91
2016-02-04 00:00:00.000000000,1454515200000000000,318.0,325.0,318.0,325.0,33,91,82
2016-02-05 00:00:00.000000000,1454601600000000000,320.5,320.5,318.5,318.5,15,82,85
2016-02-15 00:00:00.000000000,1455465600000000000,317.5,322.0,317.5,322.0,6,85,82
2016-02-16 00:00:00.000000000,1455552000000000000,322.0,323.5,320.0,320.0,19,82,77
2016-02-17 00:00:00.000000000,1455638400000000000,320.0,321.5,318.5,319.5,11,77,74
2016-02-18 00:00:00.000000000,1455724800000000000,318.5,324.0,318.0,323.0,12,74,69
2016-02-19 00:00:00.000000000,1455811200000000000,324.0,331.0,324.0,331.0,10,69,70
