date,open,high,low,close,volume,money,open_interest,symbol
2015-03-27,101870.0,102710.0,100650.0,101080.0,28860.0,2920131360.0,14364.0,NI1507
2015-03-30,99010.0,100000.0,96820.0,98430.0,66684.0,6561517580.0,34186.0,NI1507
2015-03-31,98000.0,98200.0,93840.0,95040.0,105600.0,10132749100.0,54888.0,NI1507
2015-04-01,93940.0,94130.0,91270.0,92500.0,158952.0,14763384880.0,70960.0,NI1507
2015-04-02,92870.0,96600.0,92550.0,96160.0,202848.0,19133868120.0,80724.0,NI1507
2015-04-03,96000.0,97800.0,95660.0,97300.0,150282.0,14507032860.0,80998.0,NI1507
2015-04-07,97500.0,97980.0,95950.0,96420.0,75688.0,7326581280.0,83542.0,NI1507
2015-04-08,94500.0,95630.0,93300.0,93950.0,183088.0,17293078180.0,95102.0,NI1507
2015-04-09,94450.0,95260.0,93880.0,94300.0,160974.0,15213335440.0,99084.0,NI1507
2015-04-10,94500.0,94970.0,93180.0,94540.0,137722.0,12958090320.0,105628.0,NI1507
2015-04-13,94280.0,95670.0,93700.0,95230.0,180214.0,17070951160.0,112858.0,NI1507
2015-04-14,94780.0,95070.0,92810.0,93100.0,199150.0,18668818800.0,127690.0,NI1507
2015-04-15,92700.0,95000.0,92640.0,94730.0,220106.0,20684490820.0,132258.0,NI1507
2015-04-16,94610.0,95900.0,94260.0,95400.0,195920.0,18630685860.0,131624.0,NI1507
2015-04-17,96280.0,96660.0,95010.0,95850.0,168702.0,16179695700.0,127284.0,NI1507
2015-04-20,95980.0,96550.0,95200.0,95410.0,148104.0,14205527920.0,116410.0,NI1507
2015-04-21,95330.0,96800.0,94900.0,95880.0,140930.0,13516812120.0,110552.0,NI1507
2015-04-22,95910.0,96720.0,95750.0,96330.0,123902.0,11927447100.0,110516.0,NI1507
2015-04-23,96120.0,96500.0,95600.0,95860.0,101066.0,9717082700.0,110646.0,NI1507
2015-04-24,95840.0,97900.0,95700.0,97830.0,118180.0,11423428240.0,113816.0,NI1507
2015-04-27,98000.0,101490.0,97990.0,101490.0,241904.0,24213048060.0,116290.0,NI1507
2015-04-28,102490.0,104530.0,101420.0,102650.0,285722.0,29461804940.0,111958.0,NI1507
2015-04-29,102350.0,104400.0,100500.0,101020.0,317634.0,32539213280.0,111334.0,NI1507
2015-04-30,101190.0,106980.0,101160.0,106010.0,552750.0,57528039400.0,125970.0,NI1507
2015-05-04,106010.0,108900.0,105450.0,107580.0,278844.0,29838812200.0,128702.0,NI1507
2015-05-05,107850.0,109230.0,106160.0,107960.0,518266.0,55971044640.0,133626.0,NI1507
2015-05-06,110000.0,113380.0,109690.0,113380.0,609024.0,68272147540.0,134182.0,NI1507
2015-05-07,114580.0,115300.0,111050.0,112500.0,969052.0,109473488720.0,123678.0,NI1507
2015-05-08,113700.0,114100.0,110000.0,112300.0,878416.0,98223705660.0,118556.0,NI1507
2015-05-11,111810.0,114430.0,111060.0,113880.0,728054.0,81949666140.0,128054.0,NI1507
2015-05-12,113300.0,115060.0,111270.0,111600.0,871696.0,98739324860.0,126536.0,NI1507
2015-05-13,112280.0,113650.0,110780.0,111750.0,752614.0,84443031000.0,123868.0,NI1507
2015-05-14,112100.0,112100.0,107060.0,109400.0,760542.0,83494355120.0,121384.0,NI1507
2015-05-15,108980.0,110960.0,108540.0,110210.0,609290.0,66687748000.0,130696.0,NI1507
2015-05-18,109390.0,109690.0,108200.0,108610.0,544094.0,59398374380.0,121292.0,NI1507
2015-05-19,108300.0,108890.0,106160.0,106430.0,467078.0,50322375660.0,116362.0,NI1507
2015-05-20,105500.0,105990.0,102340.0,102340.0,318956.0,33034435840.0,107676.0,NI1507
2015-05-21,100490.0,102550.0,100170.0,101070.0,480198.0,48728888540.0,106184.0,NI1507
2015-05-22,100960.0,103370.0,96710.0,100070.0,741862.0,75402595400.0,109808.0,NI1507
2015-05-25,98900.0,100580.0,98110.0,99480.0,610232.0,60820194800.0,114898.0,NI1507
2015-05-26,99670.0,101900.0,99660.0,100010.0,550278.0,55614655160.0,115194.0,NI1507
