datetime,datetime_nano,DCE.i2101.open,DCE.i2101.high,DCE.i2101.low,DCE.i2101.close,DCE.i2101.volume,DCE.i2101.open_oi,DCE.i2101.close_oi
2020-01-16 00:00:00.000000000,1579104000000000000,575.0,584.0,574.0,577.0,4314,0,3737
2020-01-17 00:00:00.000000000,1579190400000000000,578.0,587.0,577.5,585.0,2614,3737,5147
2020-01-20 00:00:00.000000000,1579449600000000000,588.0,590.0,584.5,587.5,1706,5147,5921
2020-01-21 00:00:00.000000000,1579536000000000000,590.0,590.0,584.0,588.5,1044,5921,6105
2020-01-22 00:00:00.000000000,1579622400000000000,586.5,591.0,578.5,591.0,3170,6105,7362
2020-01-23 00:00:00.000000000,1579708800000000000,590.0,591.0,572.5,576.5,2724,7362,8776
2020-02-03 00:00:00.000000000,1580659200000000000,536.5,556.0,536.0,536.0,5323,8776,9895
2020-02-04 00:00:00.000000000,1580745600000000000,533.0,558.0,519.0,550.0,14335,9895,12943
2020-02-05 00:00:00.000000000,1580832000000000000,550.0,552.0,543.0,545.0,8761,12943,17042
2020-02-06 00:00:00.000000000,1580918400000000000,546.5,562.5,545.5,560.0,12057,17042,16885
2020-02-07 00:00:00.000000000,1581004800000000000,560.0,560.0,555.0,557.5,6360,16885,18471
2020-02-10 00:00:00.000000000,1581264000000000000,557.0,559.0,550.5,555.0,6632,18471,20643
2020-02-11 00:00:00.000000000,1581350400000000000,556.0,577.5,555.0,569.0,8760,20643,19483
2020-02-12 00:00:00.000000000,1581436800000000000,569.0,578.5,568.0,576.0,7805,19483,20609
2020-02-13 00:00:00.000000000,1581523200000000000,576.0,579.0,572.0,576.5,5159,20609,19681
2020-02-14 00:00:00.000000000,1581609600000000000,580.0,580.0,573.0,579.0,2243,19681,19534
2020-02-17 00:00:00.000000000,1581868800000000000,579.0,596.0,574.0,596.0,7988,19534,20226
2020-02-18 00:00:00.000000000,1581955200000000000,597.0,601.0,588.0,593.5,11058,20226,22687
2020-02-19 00:00:00.000000000,1582041600000000000,592.0,602.5,590.0,600.5,5199,22687,22739
2020-02-20 00:00:00.000000000,1582128000000000000,601.5,623.0,600.5,615.5,19352,22739,25244
2020-02-21 00:00:00.000000000,1582214400000000000,617.0,618.5,611.0,617.5,10564,25244,26381
2020-02-24 00:00:00.000000000,1582473600000000000,617.5,619.0,604.0,613.0,11501,26381,27130
2020-02-25 00:00:00.000000000,1582560000000000000,610.5,613.0,601.5,611.5,9181,27130,27636
2020-02-26 00:00:00.000000000,1582646400000000000,609.5,610.0,595.0,595.5,11178,27636,28500
2020-02-27 00:00:00.000000000,1582732800000000000,596.5,596.5,586.0,590.0,11018,28500,30717
2020-02-28 00:00:00.000000000,1582819200000000000,580.5,585.0,565.5,574.0,27131,30717,34737
2020-03-02 00:00:00.000000000,1583078400000000000,573.0,606.0,572.0,601.5,20655,34737,36984
2020-03-03 00:00:00.000000000,1583164800000000000,602.5,611.5,595.5,597.0,21272,36984,36390
2020-03-04 00:00:00.000000000,1583251200000000000,598.0,605.0,591.5,603.5,13329,36390,39006
2020-03-05 00:00:00.000000000,1583337600000000000,606.5,609.0,601.0,603.5,9592,39006,39288
2020-03-06 00:00:00.000000000,1583424000000000000,602.5,605.5,593.0,593.5,10812,39288,42232
2020-03-09 00:00:00.000000000,1583683200000000000,582.5,586.0,566.0,582.0,18018,42232,43616
2020-03-10 00:00:00.000000000,1583769600000000000,581.0,606.0,581.0,603.0,18331,43616,43703
2020-03-11 00:00:00.000000000,1583856000000000000,604.0,606.5,590.0,590.5,23565,43703,42393
2020-03-12 00:00:00.000000000,1583942400000000000,590.0,600.0,585.5,599.0,19491,42393,40731
2020-03-13 00:00:00.000000000,1584028800000000000,594.0,605.5,575.5,602.5,27301,40731,38574
2020-03-16 00:00:00.000000000,1584288000000000000,600.0,600.0,585.5,587.5,14197,38574,38240
2020-03-17 00:00:00.000000000,1584374400000000000,585.5,591.0,579.0,587.5,16145,38240,37772
2020-03-18 00:00:00.000000000,1584460800000000000,586.0,604.5,582.5,588.0,31343,37772,40150
2020-03-19 00:00:00.000000000,1584547200000000000,588.0,590.0,556.5,579.5,48906,40150,39428
2020-03-20 00:00:00.000000000,1584633600000000000,580.5,587.5,547.5,559.5,39641,39428,41415
2020-03-23 00:00:00.000000000,1584892800000000000,553.0,553.0,532.5,532.5,40768,41415,53432
2020-03-24 00:00:00.000000000,1584979200000000000,533.0,562.0,532.5,559.5,39366,53432,54155
2020-03-25 00:00:00.000000000,1585065600000000000,566.0,574.0,558.0,571.0,45294,54155,70755
2020-03-26 00:00:00.000000000,1585152000000000000,570.0,571.5,559.0,563.5,25866,70755,67451
2020-03-27 00:00:00.000000000,1585238400000000000,570.0,570.0,556.5,559.0,15602,67451,67773
2020-03-30 00:00:00.000000000,1585497600000000000,557.5,557.5,537.0,542.0,22398,67773,69572
2020-03-31 00:00:00.000000000,1585584000000000000,542.5,548.0,539.0,544.0,17765,69572,69728
