datetime,datetime_nano,DCE.j1708.open,DCE.j1708.high,DCE.j1708.low,DCE.j1708.close,DCE.j1708.volume,DCE.j1708.open_oi,DCE.j1708.close_oi
2016-09-09 09:00:00.000000000,1473382800000000000,1159.0,1159.0,1159.0,1159.0,1,0,1
2016-09-09 10:00:00.000000000,1473386400000000000,1159.0,1159.0,1159.0,1159.0,0,1,1
2016-09-09 11:00:00.000000000,1473390000000000000,1159.0,1159.0,1159.0,1159.0,0,1,1
2016-09-09 13:00:00.000000000,1473397200000000000,1159.0,1159.0,1159.0,1159.0,0,1,1
2016-09-09 14:00:00.000000000,1473400800000000000,1159.0,1159.0,1159.0,1159.0,0,1,1
2016-09-21 21:00:00.000000000,1474462800000000000,1159.0,1159.0,1159.0,1159.0,0,1,1
2016-09-21 22:00:00.000000000,1474466400000000000,1159.0,1159.0,1159.0,1159.0,0,1,1
2016-09-21 23:00:00.000000000,1474470000000000000,1159.0,1159.0,1159.0,1159.0,0,1,1
2016-09-22 09:00:00.000000000,1474506000000000000,1159.0,1159.0,1159.0,1159.0,0,1,1
2016-09-22 10:00:00.000000000,1474509600000000000,1159.0,1159.0,1159.0,1159.0,0,1,1
2016-09-22 11:00:00.000000000,1474513200000000000,1159.0,1159.0,1159.0,1159.0,0,1,1
2016-09-22 13:00:00.000000000,1474520400000000000,1159.0,1159.0,1159.0,1159.0,0,1,1
2016-09-22 14:00:00.000000000,1474524000000000000,1195.0,1195.0,1195.0,1195.0,1,1,2
2016-10-19 21:00:00.000000000,1476882000000000000,1195.0,1195.0,1195.0,1195.0,0,2,2
2016-10-19 22:00:00.000000000,1476885600000000000,1195.0,1195.0,1195.0,1195.0,0,2,2
2016-10-19 23:00:00.000000000,1476889200000000000,1195.0,1195.0,1195.0,1195.0,0,2,2
2016-10-20 09:00:00.000000000,1476925200000000000,1431.5,1431.5,1431.5,1431.5,3,2,3
2016-10-20 10:00:00.000000000,1476928800000000000,1431.5,1431.5,1431.5,1431.5,0,3,3
2016-10-20 11:00:00.000000000,1476932400000000000,1431.5,1431.5,1431.5,1431.5,0,3,3
2016-10-20 13:00:00.000000000,1476939600000000000,1431.5,1431.5,1431.5,1431.5,0,3,3
2016-10-20 14:00:00.000000000,1476943200000000000,1431.5,1431.5,1431.5,1431.5,0,3,3
2016-10-27 21:00:00.000000000,1477573200000000000,1431.5,1431.5,1431.5,1431.5,0,3,3
2016-10-27 22:00:00.000000000,1477576800000000000,1431.5,1431.5,1431.5,1431.5,0,3,3
2016-10-27 23:00:00.000000000,1477580400000000000,1431.5,1431.5,1431.5,1431.5,0,3,3
2016-10-28 09:00:00.000000000,1477616400000000000,1474.0,1474.0,1474.0,1474.0,1,3,4
2016-10-28 10:00:00.000000000,1477620000000000000,1474.0,1474.0,1474.0,1474.0,0,4,4
2016-10-28 11:00:00.000000000,1477623600000000000,1474.0,1474.0,1474.0,1474.0,0,4,4
2016-10-28 13:00:00.000000000,1477630800000000000,1474.0,1474.0,1474.0,1474.0,0,4,4
2016-10-28 14:00:00.000000000,1477634400000000000,1474.0,1474.0,1474.0,1474.0,0,4,4
2016-11-09 21:00:00.000000000,1478696400000000000,1474.0,1474.0,1474.0,1474.0,0,4,4
2016-11-09 22:00:00.000000000,1478700000000000000,1805.5,1805.5,1805.5,1805.5,1,4,5
2016-11-09 23:00:00.000000000,1478703600000000000,1805.5,1805.5,1805.5,1805.5,0,5,5
2016-11-10 09:00:00.000000000,1478739600000000000,1805.5,1805.5,1805.5,1805.5,0,5,5
2016-11-10 10:00:00.000000000,1478743200000000000,1805.5,1805.5,1805.5,1805.5,0,5,5
2016-11-10 11:00:00.000000000,1478746800000000000,1805.5,1805.5,1805.5,1805.5,0,5,5
2016-11-10 13:00:00.000000000,1478754000000000000,1805.5,1805.5,1805.5,1805.5,0,5,5
2016-11-10 14:00:00.000000000,1478757600000000000,1805.5,1805.5,1805.5,1805.5,0,5,5
2016-11-10 21:00:00.000000000,1478782800000000000,1805.5,1805.5,1805.5,1805.5,0,5,5
2016-11-10 22:00:00.000000000,1478786400000000000,1805.5,1805.5,1805.5,1805.5,0,5,5
2016-11-10 23:00:00.000000000,1478790000000000000,1805.5,1805.5,1805.5,1805.5,0,5,5
2016-11-11 09:00:00.000000000,1478826000000000000,1884.5,1884.5,1870.0,1870.0,2,5,5
2016-11-11 10:00:00.000000000,1478829600000000000,1870.0,1870.0,1870.0,1870.0,0,5,5
2016-11-11 11:00:00.000000000,1478833200000000000,1870.0,1870.0,1870.0,1870.0,0,5,5
2016-11-11 13:00:00.000000000,1478840400000000000,1870.0,1870.0,1870.0,1870.0,0,5,5
2016-11-11 14:00:00.000000000,1478844000000000000,1870.0,1870.0,1803.5,1803.5,1,5,5
2016-11-11 21:00:00.000000000,1478869200000000000,1956.5,1956.5,1956.5,1956.5,1,5,5
2016-11-11 22:00:00.000000000,1478872800000000000,1956.5,1956.5,1956.5,1956.5,0,5,5
2016-11-11 23:00:00.000000000,1478876400000000000,1956.5,1956.5,1956.5,1956.5,0,5,5
2016-11-14 09:00:00.000000000,1479085200000000000,1956.5,1956.5,1956.5,1956.5,0,5,5
2016-11-14 10:00:00.000000000,1479088800000000000,1956.5,1956.5,1956.5,1956.5,0,5,5
2016-11-14 11:00:00.000000000,1479092400000000000,1956.5,1956.5,1923.5,1923.5,1,5,4
2016-11-14 13:00:00.000000000,1479099600000000000,1923.5,1923.5,1923.5,1923.5,0,4,4
2016-11-14 14:00:00.000000000,1479103200000000000,1923.5,1923.5,1923.5,1923.5,0,4,4
2016-11-14 21:00:00.000000000,1479128400000000000,1923.5,1923.5,1923.5,1923.5,0,4,4
2016-11-14 22:00:00.000000000,1479132000000000000,1910.5,1910.5,1910.5,1910.5,1,4,5
2016-11-14 23:00:00.000000000,1479135600000000000,1910.5,1910.5,1910.5,1910.5,0,5,5
2016-11-15 09:00:00.000000000,1479171600000000000,1910.5,1910.5,1910.5,1910.5,0,5,5
2016-11-15 10:00:00.000000000,1479175200000000000,1910.5,1910.5,1910.5,1910.5,0,5,5
2016-11-15 11:00:00.000000000,1479178800000000000,1910.5,1910.5,1910.5,1910.5,0,5,5
2016-11-15 13:00:00.000000000,1479186000000000000,1910.5,1910.5,1910.5,1910.5,0,5,5
2016-11-15 14:00:00.000000000,1479189600000000000,1910.5,1910.5,1910.5,1910.5,0,5,5
2016-11-15 21:00:00.000000000,1479214800000000000,1682.0,1682.0,1682.0,1682.0,1,5,5
2016-11-15 22:00:00.000000000,1479218400000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-15 23:00:00.000000000,1479222000000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-16 09:00:00.000000000,1479258000000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-16 10:00:00.000000000,1479261600000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-16 11:00:00.000000000,1479265200000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-16 13:00:00.000000000,1479272400000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-16 14:00:00.000000000,1479276000000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-18 21:00:00.000000000,1479474000000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-18 22:00:00.000000000,1479477600000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-18 23:00:00.000000000,1479481200000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-21 09:00:00.000000000,1479690000000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-21 10:00:00.000000000,1479693600000000000,1682.0,1682.0,1682.0,1682.0,0,5,5
2016-11-21 11:00:00.000000000,1479697200000000000,1571.0,1571.0,1571.0,1571.0,1,5,5
2016-11-21 13:00:00.000000000,1479704400000000000,1571.0,1571.0,1571.0,1571.0,0,5,5
2016-11-21 14:00:00.000000000,1479708000000000000,1571.0,1571.0,1571.0,1571.0,0,5,5
2016-11-22 21:00:00.000000000,1479819600000000000,1699.5,1699.5,1681.5,1683.5,7,5,9
2016-11-22 22:00:00.000000000,1479823200000000000,1683.5,1702.0,1683.5,1702.0,3,9,6
2016-11-22 23:00:00.000000000,1479826800000000000,1702.0,1702.0,1702.0,1702.0,0,6,6
2016-11-23 09:00:00.000000000,1479862800000000000,1702.0,1715.0,1702.0,1715.0,1,6,7
2016-11-23 10:00:00.000000000,1479866400000000000,1715.0,1718.0,1715.0,1718.0,1,7,7
2016-11-23 11:00:00.000000000,1479870000000000000,1718.0,1718.0,1718.0,1718.0,0,7,7
