datetime,datetime_nano,DCE.b2309.open,DCE.b2309.high,DCE.b2309.low,DCE.b2309.close,DCE.b2309.volume,DCE.b2309.open_oi,DCE.b2309.close_oi
2022-09-16 00:00:00.000000000,1663257600000000000,4440.0,4450.0,4380.0,4450.0,7,0,3
2022-09-19 00:00:00.000000000,1663516800000000000,4440.0,4499.0,4410.0,4499.0,6,3,5
2022-09-20 00:00:00.000000000,1663603200000000000,4467.0,4497.0,4467.0,4497.0,2,5,5
2022-09-21 00:00:00.000000000,1663689600000000000,4487.0,4496.0,4487.0,4496.0,2,5,7
2022-09-22 00:00:00.000000000,1663776000000000000,4467.0,4467.0,4466.0,4466.0,3,7,8
2022-09-23 00:00:00.000000000,1663862400000000000,4523.0,4523.0,4462.0,4462.0,2,8,9
2022-09-26 00:00:00.000000000,1664121600000000000,4445.0,4445.0,4445.0,4445.0,0,9,9
2022-09-27 00:00:00.000000000,1664208000000000000,4398.0,4449.0,4398.0,4432.0,6,9,13
2022-09-28 00:00:00.000000000,1664294400000000000,4460.0,4460.0,4400.0,4400.0,7,13,16
2022-09-29 00:00:00.000000000,1664380800000000000,4397.0,4437.0,4397.0,4416.0,5,16,19
2022-09-30 00:00:00.000000000,1664467200000000000,4416.0,4419.0,4386.0,4407.0,8,19,23
2022-10-10 00:00:00.000000000,1665331200000000000,4400.0,4412.0,4313.0,4380.0,12,23,24
2022-10-11 00:00:00.000000000,1665417600000000000,4373.0,4373.0,4373.0,4373.0,1,24,25
2022-10-12 00:00:00.000000000,1665504000000000000,4366.0,4366.0,4330.0,4335.0,11,25,31
2022-10-13 00:00:00.000000000,1665590400000000000,4298.0,4378.0,4298.0,4347.0,6,31,32
2022-10-14 00:00:00.000000000,1665676800000000000,4370.0,4391.0,4357.0,4391.0,9,32,30
2022-10-17 00:00:00.000000000,1665936000000000000,4430.0,4430.0,4400.0,4407.0,9,30,34
2022-10-18 00:00:00.000000000,1666022400000000000,4410.0,4430.0,4410.0,4430.0,4,34,36
2022-10-19 00:00:00.000000000,1666108800000000000,4415.0,4415.0,4372.0,4372.0,3,36,35
2022-10-20 00:00:00.000000000,1666195200000000000,4387.0,4387.0,4387.0,4387.0,0,35,35
2022-10-21 00:00:00.000000000,1666281600000000000,4380.0,4407.0,4380.0,4385.0,3,35,36
