datetime,datetime_nano,DCE.b1705.open,DCE.b1705.high,DCE.b1705.low,DCE.b1705.close,DCE.b1705.volume,DCE.b1705.open_oi,DCE.b1705.close_oi
2016-05-31 13:00:00.000000000,1464670800000000000,3659.0,3659.0,3659.0,3659.0,1,0,1
2016-05-31 14:00:00.000000000,1464674400000000000,3659.0,3680.0,3659.0,3676.0,2,1,2
2016-05-31 21:00:00.000000000,1464699600000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:00:00.000000000,1464703200000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 23:00:00.000000000,1464706800000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-06-01 09:00:00.000000000,1464742800000000000,3690.0,3690.0,3690.0,3690.0,1,2,2
2016-06-01 10:00:00.000000000,1464746400000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 11:00:00.000000000,1464750000000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 13:00:00.000000000,1464757200000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 14:00:00.000000000,1464760800000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-20 21:00:00.000000000,1466427600000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-20 22:00:00.000000000,1466431200000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-20 23:00:00.000000000,1466434800000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-21 09:00:00.000000000,1466470800000000000,3961.0,3961.0,3961.0,3961.0,1,2,1
2016-06-21 10:00:00.000000000,1466474400000000000,3961.0,3961.0,3961.0,3961.0,0,1,1
2016-06-21 11:00:00.000000000,1466478000000000000,3961.0,3961.0,3961.0,3961.0,0,1,1
2016-06-21 13:00:00.000000000,1466485200000000000,3961.0,3961.0,3961.0,3961.0,0,1,1
2016-06-21 14:00:00.000000000,1466488800000000000,3961.0,3961.0,3961.0,3961.0,0,1,1
2016-07-06 21:00:00.000000000,1467810000000000000,3961.0,3961.0,3961.0,3961.0,0,1,1
2016-07-06 22:00:00.000000000,1467813600000000000,3775.0,3775.0,3775.0,3775.0,2,1,1
2016-07-06 23:00:00.000000000,1467817200000000000,3775.0,3775.0,3775.0,3775.0,0,1,1
2016-07-07 09:00:00.000000000,1467853200000000000,3775.0,3775.0,3775.0,3775.0,0,1,1
2016-07-07 10:00:00.000000000,1467856800000000000,3775.0,3775.0,3775.0,3775.0,0,1,1
2016-07-07 11:00:00.000000000,1467860400000000000,3775.0,3775.0,3775.0,3775.0,0,1,1
2016-07-07 13:00:00.000000000,1467867600000000000,3775.0,3775.0,3775.0,3775.0,0,1,1
2016-07-07 14:00:00.000000000,1467871200000000000,3775.0,3939.0,3775.0,3806.0,2,1,1
2016-07-11 21:00:00.000000000,1468242000000000000,3806.0,3806.0,3806.0,3806.0,0,1,1
2016-07-11 22:00:00.000000000,1468245600000000000,3806.0,3806.0,3806.0,3806.0,0,1,1
2016-07-11 23:00:00.000000000,1468249200000000000,3950.0,3950.0,3815.0,3815.0,2,1,2
2016-07-12 09:00:00.000000000,1468285200000000000,3815.0,3815.0,3815.0,3815.0,0,2,2
2016-07-12 10:00:00.000000000,1468288800000000000,3815.0,3815.0,3815.0,3815.0,0,2,2
2016-07-12 11:00:00.000000000,1468292400000000000,3815.0,3815.0,3815.0,3815.0,0,2,2
2016-07-12 13:00:00.000000000,1468299600000000000,3815.0,3815.0,3815.0,3815.0,0,2,2
2016-07-12 14:00:00.000000000,1468303200000000000,3815.0,3815.0,3815.0,3815.0,0,2,2
2016-07-14 21:00:00.000000000,1468501200000000000,3815.0,3815.0,3815.0,3815.0,0,2,2
2016-07-14 22:00:00.000000000,1468504800000000000,3815.0,3815.0,3815.0,3815.0,0,2,2
2016-07-14 23:00:00.000000000,1468508400000000000,3815.0,3815.0,3815.0,3815.0,0,2,2
2016-07-15 09:00:00.000000000,1468544400000000000,3980.0,3980.0,3980.0,3980.0,1,2,3
2016-07-15 10:00:00.000000000,1468548000000000000,3980.0,3980.0,3980.0,3980.0,0,3,3
2016-07-15 11:00:00.000000000,1468551600000000000,3980.0,3980.0,3980.0,3980.0,0,3,3
2016-07-15 13:00:00.000000000,1468558800000000000,3980.0,3980.0,3980.0,3980.0,0,3,3
2016-07-15 14:00:00.000000000,1468562400000000000,3980.0,3980.0,3980.0,3980.0,0,3,3
2016-07-22 21:00:00.000000000,1469192400000000000,3980.0,3980.0,3980.0,3980.0,0,3,3
2016-07-22 22:00:00.000000000,1469196000000000000,3980.0,3980.0,3980.0,3980.0,0,3,3
2016-07-22 23:00:00.000000000,1469199600000000000,3980.0,3980.0,3980.0,3980.0,0,3,3
2016-07-25 09:00:00.000000000,1469408400000000000,3980.0,3980.0,3980.0,3980.0,0,3,3
2016-07-25 10:00:00.000000000,1469412000000000000,3980.0,3980.0,3980.0,3980.0,0,3,3
2016-07-25 11:00:00.000000000,1469415600000000000,3776.0,3776.0,3776.0,3776.0,1,3,4
2016-07-25 13:00:00.000000000,1469422800000000000,3776.0,3856.0,3776.0,3856.0,1,4,3
2016-07-25 14:00:00.000000000,1469426400000000000,3856.0,3869.0,3856.0,3869.0,1,3,3
2016-08-01 21:00:00.000000000,1470056400000000000,3869.0,3869.0,3869.0,3869.0,0,3,3
2016-08-01 22:00:00.000000000,1470060000000000000,3869.0,3869.0,3869.0,3869.0,0,3,3
2016-08-01 23:00:00.000000000,1470063600000000000,3869.0,3869.0,3869.0,3869.0,0,3,3
2016-08-02 09:00:00.000000000,1470099600000000000,3869.0,3869.0,3869.0,3869.0,0,3,3
2016-08-02 10:00:00.000000000,1470103200000000000,3869.0,3869.0,3869.0,3869.0,0,3,3
