datetime,datetime_nano,DCE.b1707.open,DCE.b1707.high,DCE.b1707.low,DCE.b1707.close,DCE.b1707.volume,DCE.b1707.open_oi,DCE.b1707.close_oi
2016-07-29 21:10:00.000000000,1469797800000000000,4070.0,4070.0,4070.0,4070.0,1,0,1
2016-07-29 21:15:00.000000000,1469798100000000000,4070.0,4070.0,3850.0,3850.0,1,1,1
2016-07-29 21:20:00.000000000,1469798400000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 21:25:00.000000000,1469798700000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 21:30:00.000000000,1469799000000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 21:35:00.000000000,1469799300000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 21:40:00.000000000,1469799600000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 21:45:00.000000000,1469799900000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 21:50:00.000000000,1469800200000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 21:55:00.000000000,1469800500000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:00:00.000000000,1469800800000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:05:00.000000000,1469801100000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:10:00.000000000,1469801400000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:15:00.000000000,1469801700000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:20:00.000000000,1469802000000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:25:00.000000000,1469802300000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:30:00.000000000,1469802600000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:35:00.000000000,1469802900000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:40:00.000000000,1469803200000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:45:00.000000000,1469803500000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:50:00.000000000,1469803800000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 22:55:00.000000000,1469804100000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
2016-07-29 23:00:00.000000000,1469804400000000000,3850.0,3850.0,3850.0,3850.0,0,1,1
