datetime,datetime_nano,DCE.b1705.open,DCE.b1705.high,DCE.b1705.low,DCE.b1705.close,DCE.b1705.volume,DCE.b1705.open_oi,DCE.b1705.close_oi
2016-05-31 13:40:00.000000000,1464673200000000000,3659.0,3659.0,3659.0,3659.0,1,0,1
2016-05-31 13:45:00.000000000,1464673500000000000,3659.0,3659.0,3659.0,3659.0,0,1,1
2016-05-31 13:50:00.000000000,1464673800000000000,3659.0,3659.0,3659.0,3659.0,0,1,1
2016-05-31 13:55:00.000000000,1464674100000000000,3659.0,3659.0,3659.0,3659.0,0,1,1
2016-05-31 14:00:00.000000000,1464674400000000000,3659.0,3659.0,3659.0,3659.0,0,1,1
2016-05-31 14:05:00.000000000,1464674700000000000,3659.0,3659.0,3659.0,3659.0,0,1,1
2016-05-31 14:10:00.000000000,1464675000000000000,3659.0,3659.0,3659.0,3659.0,0,1,1
2016-05-31 14:15:00.000000000,1464675300000000000,3659.0,3659.0,3659.0,3659.0,0,1,1
2016-05-31 14:20:00.000000000,1464675600000000000,3659.0,3680.0,3659.0,3680.0,1,1,2
2016-05-31 14:25:00.000000000,1464675900000000000,3680.0,3680.0,3680.0,3680.0,0,2,2
2016-05-31 14:30:00.000000000,1464676200000000000,3680.0,3680.0,3680.0,3680.0,0,2,2
2016-05-31 14:35:00.000000000,1464676500000000000,3680.0,3680.0,3676.0,3676.0,1,2,2
2016-05-31 14:40:00.000000000,1464676800000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 14:45:00.000000000,1464677100000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 14:50:00.000000000,1464677400000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 14:55:00.000000000,1464677700000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:00:00.000000000,1464699600000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:05:00.000000000,1464699900000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:10:00.000000000,1464700200000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:15:00.000000000,1464700500000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:20:00.000000000,1464700800000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:25:00.000000000,1464701100000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:30:00.000000000,1464701400000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:35:00.000000000,1464701700000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:40:00.000000000,1464702000000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:45:00.000000000,1464702300000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:50:00.000000000,1464702600000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 21:55:00.000000000,1464702900000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:00:00.000000000,1464703200000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:05:00.000000000,1464703500000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:10:00.000000000,1464703800000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:15:00.000000000,1464704100000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:20:00.000000000,1464704400000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:25:00.000000000,1464704700000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:30:00.000000000,1464705000000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:35:00.000000000,1464705300000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:40:00.000000000,1464705600000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:45:00.000000000,1464705900000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:50:00.000000000,1464706200000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 22:55:00.000000000,1464706500000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 23:00:00.000000000,1464706800000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 23:05:00.000000000,1464707100000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 23:10:00.000000000,1464707400000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 23:15:00.000000000,1464707700000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 23:20:00.000000000,1464708000000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-05-31 23:25:00.000000000,1464708300000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-06-01 09:00:00.000000000,1464742800000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-06-01 09:05:00.000000000,1464743100000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-06-01 09:10:00.000000000,1464743400000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-06-01 09:15:00.000000000,1464743700000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-06-01 09:20:00.000000000,1464744000000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-06-01 09:25:00.000000000,1464744300000000000,3676.0,3676.0,3676.0,3676.0,0,2,2
2016-06-01 09:30:00.000000000,1464744600000000000,3690.0,3690.0,3690.0,3690.0,1,2,2
2016-06-01 09:35:00.000000000,1464744900000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 09:40:00.000000000,1464745200000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 09:45:00.000000000,1464745500000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 09:50:00.000000000,1464745800000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 09:55:00.000000000,1464746100000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 10:00:00.000000000,1464746400000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 10:05:00.000000000,1464746700000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 10:10:00.000000000,1464747000000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 10:30:00.000000000,1464748200000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 10:35:00.000000000,1464748500000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 10:40:00.000000000,1464748800000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 10:45:00.000000000,1464749100000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 10:50:00.000000000,1464749400000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 10:55:00.000000000,1464749700000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
2016-06-01 11:00:00.000000000,1464750000000000000,3690.0,3690.0,3690.0,3690.0,0,2,2
