datetime,datetime_nano,SHFE.rb2204.open,SHFE.rb2204.high,SHFE.rb2204.low,SHFE.rb2204.close,SHFE.rb2204.volume,SHFE.rb2204.open_oi,SHFE.rb2204.close_oi
2021-04-16 00:00:00.000000000,1618502400000000000,4848.0,4890.0,4842.0,4875.0,15,0,8
2021-04-19 00:00:00.000000000,1618761600000000000,4898.0,4930.0,4833.0,4833.0,19,8,17
2021-04-20 00:00:00.000000000,1618848000000000000,4871.0,4932.0,4871.0,4932.0,15,17,19
2021-04-21 00:00:00.000000000,1618934400000000000,4939.0,4956.0,4923.0,4956.0,36,19,39
2021-04-22 00:00:00.000000000,1619020800000000000,4977.0,4999.0,4961.0,4961.0,30,39,31
2021-04-23 00:00:00.000000000,1619107200000000000,4953.0,5248.0,4953.0,5077.0,45,31,27
2021-04-26 00:00:00.000000000,1619366400000000000,5084.0,5255.0,5084.0,5209.0,73,27,41
2021-04-27 00:00:00.000000000,1619452800000000000,5209.0,5212.0,5178.0,5208.0,16,41,45
2021-04-28 00:00:00.000000000,1619539200000000000,5178.0,5178.0,5130.0,5168.0,19,45,52
2021-04-29 00:00:00.000000000,1619625600000000000,5161.0,5258.0,5161.0,5257.0,34,52,55
2021-04-30 00:00:00.000000000,1619712000000000000,5270.0,5296.0,5186.0,5225.0,79,55,88
2021-05-06 00:00:00.000000000,1620230400000000000,5225.0,5437.0,5225.0,5437.0,86,88,98
2021-05-07 00:00:00.000000000,1620316800000000000,5452.0,5498.0,5439.0,5474.0,57,98,115
2021-05-10 00:00:00.000000000,1620576000000000000,5508.0,5795.0,5470.0,5795.0,124,115,167
2021-05-11 00:00:00.000000000,1620662400000000000,5860.0,6001.0,5759.0,5926.0,206,167,215
2021-05-12 00:00:00.000000000,1620748800000000000,5918.0,6016.0,5841.0,5991.0,80,215,220
2021-05-13 00:00:00.000000000,1620835200000000000,5900.0,5994.0,5650.0,5735.0,167,220,249
2021-05-14 00:00:00.000000000,1620921600000000000,5701.0,5701.0,5467.0,5471.0,213,249,277
2021-05-17 00:00:00.000000000,1621180800000000000,5456.0,5474.0,5288.0,5363.0,223,277,296
2021-05-18 00:00:00.000000000,1621267200000000000,5344.0,5420.0,5321.0,5367.0,108,296,275
2021-05-19 00:00:00.000000000,1621353600000000000,5323.0,5355.0,5100.0,5100.0,161,275,281
2021-05-20 00:00:00.000000000,1621440000000000000,5057.0,5057.0,4832.0,5000.0,103,281,268
2021-05-21 00:00:00.000000000,1621526400000000000,5041.0,5041.0,4931.0,4940.0,33,268,270
2021-05-24 00:00:00.000000000,1621785600000000000,4915.0,4919.0,4653.0,4785.0,80,270,276
2021-05-25 00:00:00.000000000,1621872000000000000,4838.0,4838.0,4764.0,4778.0,32,276,279
2021-05-26 00:00:00.000000000,1621958400000000000,4681.0,4734.0,4522.0,4523.0,112,279,263
2021-05-27 00:00:00.000000000,1622044800000000000,4496.0,4681.0,4496.0,4672.0,24,263,261
2021-05-28 00:00:00.000000000,1622131200000000000,4711.0,4794.0,4684.0,4744.0,71,261,256
2021-05-31 00:00:00.000000000,1622390400000000000,4807.0,4944.0,4807.0,4842.0,43,256,257
2021-06-01 00:00:00.000000000,1622476800000000000,5254.0,5254.0,4630.0,4951.0,179,257,240
2021-06-02 00:00:00.000000000,1622563200000000000,4900.0,4966.0,4818.0,4846.0,13,240,240
2021-06-03 00:00:00.000000000,1622649600000000000,4840.0,5004.0,4840.0,4974.0,29,240,229
2021-06-04 00:00:00.000000000,1622736000000000000,4967.0,5062.0,4906.0,4985.0,47,229,224
2021-06-07 00:00:00.000000000,1622995200000000000,5034.0,5035.0,4834.0,4834.0,17,224,224
2021-06-08 00:00:00.000000000,1623081600000000000,4818.0,4859.0,4808.0,4848.0,24,224,224
2021-06-09 00:00:00.000000000,1623168000000000000,4877.0,4908.0,4858.0,4908.0,18,224,235
2021-06-10 00:00:00.000000000,1623254400000000000,4922.0,5017.0,4904.0,4994.0,16,235,230
2021-06-11 00:00:00.000000000,1623340800000000000,5029.0,5118.0,5029.0,5112.0,43,230,200
2021-06-15 00:00:00.000000000,1623686400000000000,5088.0,5088.0,4948.0,5001.0,118,200,199
2021-06-16 00:00:00.000000000,1623772800000000000,4984.0,4985.0,4830.0,4865.0,21,199,203
2021-06-17 00:00:00.000000000,1623859200000000000,4820.0,4955.0,4807.0,4920.0,36,203,197
2021-06-18 00:00:00.000000000,1623945600000000000,4941.0,5000.0,4891.0,4914.0,44,197,199
2021-06-21 00:00:00.000000000,1624204800000000000,4895.0,4904.0,4760.0,4760.0,22,199,207
2021-06-22 00:00:00.000000000,1624291200000000000,4726.0,4818.0,4726.0,4768.0,36,207,218
2021-06-23 00:00:00.000000000,1624377600000000000,4786.0,4816.0,4753.0,4816.0,18,218,218
2021-06-24 00:00:00.000000000,1624464000000000000,4850.0,4880.0,4800.0,4800.0,14,218,212
2021-06-25 00:00:00.000000000,1624550400000000000,4844.0,4908.0,4841.0,4908.0,16,212,207
2021-06-28 00:00:00.000000000,1624809600000000000,4950.0,4953.0,4896.0,4946.0,12,207,208
2021-06-29 00:00:00.000000000,1624896000000000000,4990.0,5002.0,4907.0,4917.0,38,208,195
2021-06-30 00:00:00.000000000,1624982400000000000,4931.0,4950.0,4931.0,4950.0,2,195,195
2021-07-01 00:00:00.000000000,1625068800000000000,4998.0,4998.0,4986.0,4994.0,3,195,194
2021-07-02 00:00:00.000000000,1625155200000000000,4996.0,4996.0,4929.0,4965.0,11,194,193
2021-07-05 00:00:00.000000000,1625414400000000000,4936.0,5040.0,4936.0,5040.0,15,193,185
2021-07-06 00:00:00.000000000,1625500800000000000,5067.0,5143.0,5062.0,5142.0,51,185,177
