date,open,high,low,close,volume,money,open_interest,symbol
2013-09-06,94.22,94.54,94.14,94.17,34248.0,32310672880.0,2625.0,TF1312
2013-09-09,94.156,94.156,93.85799999999999,93.906,11831.0,11115164260.0,2797.0,TF1312
2013-09-10,93.87,93.916,93.806,93.84200000000001,5375.0,5045538400.0,2708.0,TF1312
2013-09-11,93.71799999999999,93.78,93.494,93.598,8830.0,8265834240.0,3293.0,TF1312
2013-09-12,93.59,93.83,93.59,93.728,8379.0,7853823460.0,2871.0,TF1312
2013-09-13,93.7,93.846,93.678,93.764,6901.0,6470379480.0,3000.0,TF1312
2013-09-16,93.764,93.93799999999999,93.74,93.854,3850.0,3613286900.0,3189.0,TF1312
2013-09-17,93.87,94.55799999999999,93.84200000000001,94.234,22275.0,20989850800.0,5022.0,TF1312
2013-09-18,94.25,94.37799999999999,94.1,94.206,10692.0,10075168420.0,4465.0,TF1312
2013-09-23,94.55,94.59200000000001,94.27,94.35,7345.0,6931971460.0,4527.0,TF1312
2013-09-24,94.31200000000001,94.4,94.242,94.34,5063.0,4775094460.0,4493.0,TF1312
2013-09-25,94.35,94.55,94.35,94.42,8207.0,7751343140.0,4731.0,TF1312
2013-09-26,94.448,94.61399999999999,94.448,94.572,5405.0,5110685900.0,4752.0,TF1312
2013-09-27,94.55,94.552,94.3,94.346,4453.0,4202245240.0,4109.0,TF1312
2013-09-30,94.346,94.5,94.20200000000001,94.462,3515.0,3318843700.0,4094.0,TF1312
2013-10-08,94.52,94.546,94.402,94.412,2399.0,2265799480.0,3955.0,TF1312
2013-10-09,94.33,94.4,94.28200000000001,94.36200000000001,1869.0,1763010740.0,3802.0,TF1312
2013-10-10,94.36200000000001,94.446,94.28,94.35,1506.0,1420995120.0,3777.0,TF1312
2013-10-11,94.35,94.35,94.22,94.29,1730.0,1631101300.0,3691.0,TF1312
2013-10-14,94.27799999999999,94.28,93.98200000000001,94.118,2493.0,2346136800.0,3663.0,TF1312
2013-10-15,94.09200000000001,94.116,93.85,93.948,2242.0,2106231480.0,3742.0,TF1312
2013-10-16,93.85600000000001,94.1,93.84,94.012,3253.0,3056793740.0,4026.0,TF1312
2013-10-17,94.0,94.04,93.898,93.926,1616.0,1517933060.0,4071.0,TF1312
2013-10-18,93.92399999999999,93.946,93.81200000000001,93.88600000000001,1002.0,940656240.0,4101.0,TF1312
2013-10-21,93.88600000000001,93.948,93.814,93.85799999999999,1068.0,1002606620.0,3920.0,TF1312
2013-10-22,93.852,93.87,93.71600000000001,93.772,2021.0,1895330700.0,3656.0,TF1312
2013-10-23,93.76,93.85,93.686,93.81200000000001,1846.0,1731472160.0,3621.0,TF1312
2013-10-24,93.8,93.82,93.556,93.6,2129.0,1993989240.0,3818.0,TF1312
2013-10-25,93.6,93.68799999999999,93.506,93.68799999999999,2209.0,2067545920.0,3661.0,TF1312
2013-10-28,93.67,93.758,93.64200000000001,93.67,1640.0,1536616200.0,3648.0,TF1312
2013-10-29,93.65799999999999,93.76799999999999,93.50399999999999,93.50399999999999,2602.0,2436405020.0,3829.0,TF1312
2013-10-30,93.52600000000001,93.572,93.45200000000001,93.54,1873.0,1751414080.0,3774.0,TF1312
2013-10-31,93.538,93.756,93.52,93.74,2171.0,2033366280.0,3545.0,TF1312
2013-11-01,93.766,93.92,93.766,93.836,1713.0,1607463060.0,3433.0,TF1312
2013-11-04,93.85,93.86,93.544,93.632,2025.0,1897456880.0,3242.0,TF1312
2013-11-05,93.64200000000001,93.64200000000001,93.38799999999999,93.47399999999999,2428.0,2269782800.0,2526.0,TF1312
2013-11-06,93.484,93.514,93.338,93.36200000000001,1932.0,1804697740.0,2836.0,TF1312
2013-11-07,93.31,93.43799999999999,92.818,92.82799999999999,4139.0,3850825180.0,3275.0,TF1312
2013-11-08,92.8,92.8,91.71799999999999,92.292,3139.0,2903648660.0,2694.0,TF1312
2013-11-11,92.39,92.39,91.616,91.73,3901.0,3583258660.0,2717.0,TF1312
2013-11-12,91.77,92.374,91.77,92.096,5568.0,5132591560.0,2180.0,TF1312
2013-11-13,92.098,92.1,91.57,91.82,3586.0,3290534280.0,2422.0,TF1312
2013-11-14,91.8,91.906,91.406,91.63,3516.0,3222386840.0,2586.0,TF1312
2013-11-15,91.6,91.6,91.262,91.318,3633.0,3319395200.0,2721.0,TF1312
2013-11-18,91.344,91.484,90.96600000000001,91.34200000000001,3387.0,3091564820.0,2759.0,TF1312
2013-11-19,91.37,91.64200000000001,90.93,90.94,3584.0,3269642520.0,2946.0,TF1312
2013-11-20,90.89,91.194,90.8,91.09200000000001,3919.0,3568352300.0,3088.0,TF1312
2013-11-21,91.116,91.396,91.116,91.396,3405.0,3108476240.0,2805.0,TF1312
2013-11-22,91.4,91.788,91.3,91.604,2804.0,2567436220.0,2378.0,TF1312
2013-11-25,91.604,91.86,91.22399999999999,91.30799999999999,1858.0,1697708100.0,2025.0,TF1312
2013-11-26,91.344,91.4,91.11,91.374,1295.0,1181699060.0,1821.0,TF1312
2013-11-27,91.384,91.87799999999999,91.384,91.766,2363.0,2166281520.0,1520.0,TF1312
2013-11-28,91.846,91.97,91.556,91.88799999999999,1268.0,1163488840.0,1152.0,TF1312
2013-11-29,92.6,92.8,92.488,92.55799999999999,3391.0,3141386220.0,2069.0,TF1403
2013-12-02,92.506,92.588,92.03,92.072,2156.0,1987355860.0,2186.0,TF1403
2013-12-03,92.1,92.33,91.85,92.286,3309.0,3048867020.0,2221.0,TF1403
2013-12-04,92.302,92.634,92.042,92.1,3297.0,3045606420.0,2275.0,TF1403
2013-12-05,92.038,92.24600000000001,91.81,91.824,3606.0,3318160500.0,2521.0,TF1403
2013-12-06,91.84,91.96600000000001,91.756,91.91799999999999,1851.0,1700588160.0,2394.0,TF1403
2013-12-09,91.85600000000001,92.09,91.67,91.68799999999999,1850.0,1698065780.0,2552.0,TF1403
2013-12-10,91.66,91.67,91.3,91.30799999999999,3041.0,2780913100.0,3000.0,TF1403
2013-12-11,91.3,91.5,91.184,91.46,3850.0,3517603100.0,2970.0,TF1403
2013-12-12,91.55,91.88799999999999,91.50399999999999,91.78200000000001,4140.0,3795387500.0,2781.0,TF1403
2013-12-13,91.85,92.046,91.794,91.914,3247.0,2984616060.0,2682.0,TF1403
2013-12-16,91.87799999999999,91.87799999999999,91.45,91.45200000000001,1888.0,1729202740.0,2659.0,TF1403
2013-12-17,91.432,91.594,91.354,91.59,2268.0,2074334120.0,2735.0,TF1403
